ID,COUNTRY,C_ID,TYPE,TYPE2,XCOO,YCOO,XLAEA,YLAEA,ALT,CIA,sand,silt,clay,sand_norm,silt_norm,clay_norm,soiltype,soilclass,climate,MeanTemp,AnnPrec,PM,CEC,pH_CaCl2,TOC,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,C_tot,S_tot,SiO2,Si_XRF,TiO2,Ti_XRF,Al2O3,Al_XRF,Fe2O3,Fe_XRF,MnO,Mn_XRF,MgO,Mg_XRF,CaO,Ca_XRF,Na2O,Na_XRF,K2O,K_XRF,P2O5,P_XRF,SO3,S_XRF,Cl_XRF,F_XRF,LOI,As_XRF,Ba_XRF,Bi_XRF,Ce_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Ga_XRF,Hf_XRF,La_XRF,Mo_XRF,Nb_XRF,Ni_XRF,Pb_XRF,Rb_XRF,Sb_XRF,Sc_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Th_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Zn_XRF,Zr_XRF,208_207,207_208,208_206,206_208,206_207,207_206,SUSCEPTIBILITY,SUSCEPTIBILITY/FE2O3
3397,BEL,8,Ap,ApS,5.5369,50.2775,4003064.149,3028054.715,328,81.2,48,36,22,45.2,33.7,21.1,sL,m,Temp,8.6,968,other,19.3,5.38,2.8,0.0436,15425,11.547,0.001877,1.73,70.7,0.7853,0.3270,2464,0.6849,15.3,16.99,37.14,1.797,20.89,37196,4.685,0.0100,0.16971,0.08857,0.03072,1002,7.230,26.764,4466,1519,0.723,51.6,0.801,34.49,1330,33.19,0.00050,0.00121,12.21,0.000250,432,0.6573,2.7736,0.1642,1.2099,13.4,0.0025,0.0100,3.269,41.7,0.0967,1.214,55.5,0.2844,3.99,115.5,4.598,3.12,0.036,59.87,279856,0.938,5623,15.71,83145,6.77,47352,0.225,1743,1.22,7357,0.402,2873,0.52,3858,2.575,21376,0.368,1606,0.01,0.004,0.004,0.025,11.08,17,407,1.5,73,18,106,6,25,20,8,26,1,18,45,34,116,2.5,14,2,76,2.5,16,1.5,145,2.5,34,141,249,2.464136258,0.405922901,2.093949343,0.477439698,1.175698101,0.850559441,0.493978868,0.072965859
3398,UNK,104,Ap,ApS,-5.9328,54.4631,3297258.732,3597649.989,60,73,50,30,13,54.3,32.2,13.5,lS,l,Temp,8.6,1047,green,23.2,4.82,3.8,0.0589,23926,3.802,0.001865,2.80,78.7,0.3863,0.1267,2616,0.2152,25.7,19.26,71.63,0.786,22.70,34940,7.097,0.0508,0.04215,0.05068,0.02422,1057,12.427,18.952,6493,841,0.555,74.9,0.648,50.59,789,22.59,0.00050,0.00050,11.31,0.000250,505,0.3566,5.5705,0.3435,1.1348,17.3,0.0025,0.0100,1.301,362.9,0.0735,0.629,81.2,0.0547,5.30,68.7,1.859,3.86,0.04,60.02,280557,1.099,6589,12.23,64727,6.28,43924,0.125,968,1.64,9890,0.725,5182,1.25,9273,1.677,13922,0.254,1109,0.03,0.012,0.003,0.025,14.37,5,394,1.5,43,21,228,5,22,15,7,10,1,11,65,26,54,2.5,14,2,94,2.5,6,1.5,147,2.5,21,85,268,2.455459178,0.407129297,2.094983679,0.477129031,1.171509581,0.853356163,0.274529278,0.043714853
3401,HEL,35,Ap,ApS,22.5567,39.6603,5399034.206,1930214.196,55,61.6,41,39,29,37.7,36.1,26.2,L,s,Medi,15.9,463,green,28.4,7.66,0.7,0.0232,18018,4.386,0.001065,8.41,64.4,0.4018,0.1234,21127,0.1547,20.8,23.65,107.48,0.790,22.75,26500,4.447,0.0643,0.09355,0.00563,0.02132,2382,10.086,16.857,18628,616,0.146,310.1,0.393,216.27,490,10.02,0.00050,0.00278,15.25,0.000250,81,0.1106,4.9533,0.2027,0.7019,37.5,0.0025,0.0228,2.647,334.1,0.1051,0.320,41.4,0.0367,7.67,41.9,3.014,1.28,0.005,64.62,302059,0.562,3369,9.89,52343,4.8,33573,0.105,813,3.93,23699,3.872,27673,1.54,11425,1.464,12153,0.126,550,0.05,0.02,0.001,0.025,8.66,5,261,4,33,28,815,5,20,9,11,10,1,10,239,14,53,2.5,12,2,115,2.5,2.5,1.5,83,2.5,23,56,168,2.485903889,0.40244334,2.070778253,0.482779285,1.199518096,0.833888314,0.550430859,0.114673096
3402,SWE,23,Ap,ApN,12.883,58.1149,4491141.515,3893809.786,92,60.2,40,46,18,38.4,44.1,17.5,sL,m,BoTe,6.5,784,prec,19.4,5.33,2.1,0.0752,17807,4.728,0.000730,4.63,96.7,0.9497,0.1794,3745,0.1263,71.8,8.10,18.36,3.648,10.89,20956,6.317,0.0836,0.04944,0.02543,0.02974,2905,32.575,23.385,3073,420,1.302,100.4,1.744,11.57,738,14.38,0.00050,0.00050,34.86,0.000702,229,0.1486,4.1986,0.7230,1.3272,24.5,0.0025,0.0386,4.421,520.7,0.3920,3.713,41.5,0.0911,16.59,54.1,1.884,2.19,0.019,67.46,315334,0.641,3843,12.19,64516,4,27977,0.078,604,0.89,5367,1.401,10013,1.92,14244,3.004,24938,0.214,934,0.005,0.002,0.008,0.025,7.91,6,614,4,80,10,39,6,7,15,5,32,1,17,11,20,108,2.5,10,2,157,2.5,11,5,71,2.5,36,67,375,2.532083054,0.394810088,1.860564265,0.53727887,1.361124401,0.734491092,0.072199309,0.018049827
3403,FIN,125,Ap,ApN,25.4667,66.4167,5010627.461,4888775.906,78,60.8,60,43,8,54.2,38.8,7,lS,l,Spbo,0.6,507,org,17.5,4.81,7.5,0.0178,6871,0.994,0.001426,1.08,17.1,0.1873,0.0400,1724,0.0339,18.8,1.92,19.07,0.229,8.52,9302,2.597,0.0227,0.02148,0.02083,0.00698,321,10.500,3.774,2420,42,0.154,38.2,1.165,4.65,675,3.31,0.00050,0.00050,2.47,0.000250,336,0.0353,1.2860,0.2752,0.3317,10.5,0.0025,0.0100,0.856,352.5,0.0334,0.644,28.3,0.0333,2.47,9.7,0.929,7.8,0.03,63.11,295001,0.386,2314,9.93,52555,2.46,17206,0.028,217,1.2,7236,1.58,11292,2.46,18250,1.999,16595,0.207,903,0.005,0.002,0.008,0.025,16.39,1.5,535,1.5,33,4,38,1.5,7,12,13,22,1,6,10,8,44,2.5,7,2,159,2.5,2.5,1.5,61,2.5,13,20,207,2.728761985,0.366524618,1.919536524,0.520763153,1.421280234,0.703665114,0.09336052,0.037951431
3404,AUS,3,Ap,ApS,11.6317,47.3044,4444476.831,2689229.327,577,73.1,43,37,19,43.2,37.3,19.5,sL,m,Temp,9.2,902,other,15,5.7,1.7,0.1582,17777,29.842,0.004536,1.50,49.4,0.3455,0.3596,2560,0.4055,31.0,17.14,28.44,0.874,39.76,39718,4.918,0.0664,0.01823,0.52507,0.01803,977,15.343,44.649,8282,487,1.055,26.7,0.260,37.62,1251,58.84,0.00050,0.00050,11.01,0.000250,209,9.1324,1.8965,0.4007,0.6588,14.8,0.0025,0.0345,5.287,42.6,0.0590,1.091,24.3,0.1402,4.79,114.3,0.243,1.76,0.019,56.95,266207,1.294,7758,18.54,98123,7.11,49730,0.078,604,2.02,12181,0.593,4238,1.78,13205,3.252,26996,0.316,1379,0.005,0.002,0.007,0.025,7.74,37,570,1.5,91,18,105,12,36,23,2.5,54,1,22,42,74,140,23,17,2,114,2.5,18,5,133,2.5,42,144,265,2.461525536,0.40630579,2.100617118,0.475773466,1.172134703,0.853011009,0.302730807,0.042578173
3405,ITA,96,Ap,ApS,10.6007,45.3238,4368168.8,2468143.43,60,65.6,65,17,13,68.1,17.6,14.2,lS,l,Medi,12.7,821,other,20,7.26,1.4,0.0476,18742,9.015,0.001262,2.29,89.1,0.7896,0.2506,36697,0.4021,35.0,8.12,27.27,1.808,25.62,19487,4.618,0.0696,0.05917,0.01776,0.02637,2014,19.036,15.310,8123,562,0.663,74.1,1.067,20.10,1021,24.06,0.00175,0.00140,20.36,0.000250,231,0.5586,3.6006,0.5182,1.2079,34.6,0.0025,0.0430,3.972,297.7,0.2110,1.099,35.9,0.2058,12.52,55.8,2.264,2.38,0.018,62.87,293879,0.569,3411,11,58218,3.71,25949,0.096,743,1.82,10975,5.573,39830,1.17,8680,2.023,16794,0.25,1091,0.08,0.032,0.01,0.025,10.55,11,340,1.5,64,8,61,7,23,12,10,35,1,14,22,30,91,2.5,10,2,111,2.5,14,1.5,66,2.5,34,77,239,2.469638766,0.405018145,2.052249352,0.487290978,1.203852413,0.831188689,1.344208753,0.362320419
3407,SPA,44,Ap,ApS,-4.7575,41.7983,3098714,2197326.665,863,11.7,56,27,11,60.2,28.3,11.4,lS,l,Medi,11.6,444,chalk,20.6,7.42,3.8,0.0188,8991,11.850,0.001929,4.32,52.5,0.3900,0.0878,132976,0.1226,11.8,3.97,8.40,0.753,7.35,8771,2.026,0.0349,0.09024,0.02370,0.00423,2294,6.139,5.330,1343,365,0.156,26.4,0.383,9.71,654,6.78,0.00251,0.00166,10.81,0.000666,226,0.4486,1.2828,0.1434,0.3784,43.4,0.0025,0.0442,1.647,46.6,0.0657,0.364,12.6,0.1334,3.51,17.2,3.286,4.81,0.017,53.74,251202,0.31,1858,3.62,19159,1.59,11121,0.054,418,0.34,2050,19.25,137580,0.12,890,0.711,5902,0.157,685,0.1,0.04,0.001,0.025,19.73,12,130,1.5,50,1.5,19,1.5,9,4,11,10,1,8,13,8,26,2.5,4,2,68,2.5,7,1.5,29,2.5,15,24,318,2.49684387,0.400617448,2.086198993,0.478879918,1.196491532,0.835986613,0.209349028,0.131666055
3408,NOR,25,Ap,ApN,19.6264,69.6553,4697788.851,5195530.411,19,57.1,43,50,11,41.6,47.8,10.7,lS,l,Spbo,1.6,718,other,11.3,4.08,3.7,0.0265,12295,2.839,0.000787,0.87,36.8,0.1046,0.0818,2712,0.0456,31.6,6.07,30.19,1.243,4.88,17950,4.599,0.0669,0.02616,0.04142,0.01422,1445,18.525,18.156,6176,127,1.213,132.0,0.847,15.32,1261,6.32,0.00050,0.00050,14.45,0.000250,395,0.0462,1.7199,0.4341,0.3704,33.2,0.0025,0.0100,1.274,531.3,0.1003,0.593,32.7,0.0677,5.71,45.3,0.869,3.23,0.028,59.34,277378,1.008,6043,14.17,74995,5.45,38119,0.08,620,2.51,15136,2.99,21370,2.13,15802,1.814,15059,0.339,1479,0.01,0.004,0.001,0.025,9.87,1.5,403,1.5,60,11,93,6,2.5,18,7,24,1,16,20,14,62,2.5,17,2,200,2.5,6,1.5,114,2.5,28,69,268,2.518918713,0.396923387,2.057294678,0.485935878,1.224921347,0.816747333,0.085274197,0.015646642
3409,GER,97,Ap,ApS,10.6667,50.1667,4368635.437,3006263.588,311,68.5,52,7,11,73.9,10.3,15.8,sL,m,Temp,7.9,656,quartz,16.5,6.75,0.7,0.0130,8148,2.688,0.000677,1.43,35.6,0.3765,0.0836,2078,0.1141,22.8,3.98,10.66,0.669,4.22,6691,2.123,0.0526,0.05752,0.02816,0.01750,1515,10.911,7.401,2245,310,0.133,22.1,0.364,6.66,389,9.03,0.00050,0.00106,9.38,0.000250,98,0.1228,1.2349,0.2161,0.5603,14.8,0.0025,0.0100,3.534,27.4,0.0877,0.600,16.9,0.0864,4.10,20.8,2.172,0.95,0.005,83.87,392041,0.262,1571,6.66,35248,1.39,9722,0.047,364,0.72,4342,0.317,2266,0.6,4451,1.912,15872,0.107,467,0.01,0.004,0.003,0.025,3.9,4,357,1.5,37,5,25,1.5,2.5,7,8,10,1,8,9,17,66,2.5,3,2,78,2.5,10,1.5,27,2.5,20,26,235,2.50505348,0.399176606,2.069559342,0.483068863,1.211780605,0.825062206,0.050098164,0.036041844
3410,PTG,1,Ap,ApS,-8.3833,41.6667,2801236.875,2249126.406,116,77,66,35,1,64.7,34.3,1,zS,ll,Medi,14.6,1198,other,10.3,4.66,2.7,0.0770,35762,8.007,0.012672,0.25,124.3,1.6824,0.4400,942,0.0857,75.7,7.52,13.36,10.837,53.24,25197,12.128,0.1140,0.02492,0.04765,0.04950,5775,31.325,75.141,4864,284,0.420,62.7,4.684,6.93,797,30.90,0.00050,0.00150,132.79,0.000630,269,0.1526,5.1189,0.6959,5.4797,26.0,0.0025,0.0100,10.471,1244.4,0.9812,7.794,41.3,0.1579,14.43,73.2,0.819,2.96,0.029,59.1,276256,0.99,5935,17.08,90396,4.4,30775,0.068,527,0.98,5910,0.292,2087,0.58,4303,3.834,31828,0.297,1296,0.005,0.002,0.012,0.025,12.02,10,738,1.5,180,10,19,15,46,25,8,95,1,24,9,58,238,2.5,11,7,125,2.5,42,11,65,2.5,31,96,398,2.505948357,0.39886671,2.060210105,0.485281814,1.216112391,0.822030683,0.222059189,0.050467998
3411,POL,63,Ap,ApN,22.1996,52.1584,5151375.662,3297409.791,158,68.1,100,6,1,93.2,5.9,0.9,S,ll,Temp,7.0,538,quartz,9.6,4.64,1.5,0.0196,2416,0.896,0.000464,0.25,8.6,0.0565,0.0350,475,0.0881,4.2,0.32,2.28,0.172,1.92,1019,0.739,0.0258,0.00500,0.01143,0.00150,132,2.207,1.032,101,13,0.106,1.0,0.087,0.95,533,7.28,0.00050,0.00050,1.72,0.000250,217,0.1008,0.2475,0.1656,0.2461,3.8,0.0025,0.0100,0.183,21.5,0.0196,0.176,3.2,0.0223,0.61,9.7,0.050,1.76,0.015,93.45,436822,0.095,570,1.48,7833,0.23,1609,0.006,46,0.04,241,0.099,708,0.12,890,0.459,3810,0.117,511,0.005,0.002,0.008,0.025,3.85,1.5,102,1.5,10,1.5,8,1.5,2.5,2,2.5,10,1,4,1.5,11,11,2.5,1,2,17,2.5,2.5,1.5,2.5,2.5,7,14,93,2.463365205,0.406115848,2.077688614,0.481390587,1.185100185,0.843914775,0.010916442,0.047462792
3412,MON,3,Ap,ApS,19.1063,42.8919,5064993.843,2243458.917,1500,81.7,46,36,16,47.1,36.4,16.5,sL,m,Temp,5.6,1220,org,28,4.63,5.8,0.0350,29453,7.753,0.003427,3.44,107.3,1.4446,0.4609,4022,0.8876,51.2,27.42,47.02,1.905,69.25,34183,7.830,0.0893,0.16883,0.06900,0.05747,2843,30.128,25.924,5242,3608,0.553,46.4,0.864,75.43,961,36.57,0.00274,0.00140,34.17,0.000250,624,0.3387,6.5495,1.0147,0.9083,14.4,0.0063,0.1472,4.590,45.5,0.5575,0.715,53.0,0.0897,25.43,93.1,5.509,5.82,0.055,54.96,256904,0.698,4185,12.85,68009,5.96,41686,0.473,3663,1.51,9106,0.587,4195,0.21,1558,1.648,13681,0.241,1052,0.03,0.012,0.004,0.025,20.55,9,273,1.5,88,28,149,7,66,15,10,48,1,15,90,37,96,2.5,14,2,51,2.5,12,1.5,115,2.5,46,113,168,2.472533456,0.404142056,2.069620378,0.482931833,1.195721542,0.836226885,0.306397261,0.051408936
3414,FRA,151,Ap,ApS,6.6313,45.0209,4055130.943,2440348.418,1633,45.7,63,24,7,66.8,25.8,7.4,lS,l,Temp,5.0,1182,chalk,34.1,6.95,9.5,0.1037,11875,8.865,0.002966,19.72,104.3,0.5012,0.2141,88593,0.3606,19.2,7.73,12.65,2.495,35.61,14330,2.912,0.0500,0.10754,0.04350,0.01720,3396,9.804,68.322,31404,708,2.275,86.7,0.225,18.21,2076,23.65,0.00050,0.00120,21.30,0.000250,1189,0.7308,2.2613,0.4088,1.1283,171.3,0.0025,0.0305,1.833,39.9,0.1371,0.656,15.5,0.0654,6.34,108.0,3.343,11.7,0.082,31.58,147617,0.319,1912,7.29,38582,2.64,18465,0.094,728,6.83,41187,13.63,97414,0.32,2374,2.128,17666,0.444,1938,0.28,0.1121,0.001,0.13,34.15,8,262,1.5,28,6,40,6,30,10,7,10,1,9,19,27,73,2.5,7,2,183,2.5,7,1.5,54,2.5,18,120,75,2.463550213,0.405710934,2.056236783,0.485820136,1.198858581,0.833753906,0.217820543,0.082507782
3415,SWE,70,Ap,ApN,16.8314,64.8092,4647071.991,4649550.402,417,58.7,46,47,9,45.2,46.5,8.4,lS,l,Spbo,0.3,567,granite,12.3,4.52,2.4,0.1049,14625,3.309,0.000913,1.07,76.0,0.3594,0.0989,2860,0.1187,28.0,8.64,36.37,1.003,12.17,23691,4.186,0.0483,0.02215,0.05653,0.01626,857,13.010,16.981,6358,671,1.499,87.9,0.923,25.99,1270,10.08,0.00350,0.00050,14.54,0.000250,283,0.0965,2.0760,0.3737,0.5670,16.7,0.0025,0.0100,1.387,444.3,0.1175,0.838,33.5,0.0948,4.53,71.9,1.172,2.42,0.02,61.67,288270,0.983,5893,13.14,69544,5.66,39588,0.13,1007,2.33,14051,2.197,15702,2.17,16098,1.89,15690,0.314,1370,0.005,0.002,0.002,0.12,9.18,3,435,1.5,31,14,135,4,9,16,11,20,1,15,35,14,73,2.5,15,2,162,2.5,6,1.5,114,2.5,30,92,269,2.471441589,0.404403009,1.960475742,0.51005744,1.261338385,0.792738074,0.148597828,0.026254033
3416,SPA,13,Ap,ApS,-5.8142,43.1086,3040918.061,2357817.153,415,63.5,52,31,21,49.6,30,20.4,sL,m,Medi,12.2,772,org,25.6,6.46,6,0.1191,11812,24.348,0.014062,5.59,215.4,1.2648,0.7082,18025,0.7361,12.6,16.64,19.21,1.700,62.61,36055,3.335,0.0313,0.10222,0.32823,0.03847,2897,5.809,15.865,2200,936,1.204,183.9,0.217,36.68,3543,83.60,0.00311,0.00130,14.76,0.001043,633,1.8741,4.0593,0.6804,7.3559,99.8,0.0025,0.0540,2.568,25.1,0.1104,0.714,19.2,0.1224,6.48,305.0,2.930,5.8,0.072,58.15,271816,0.717,4298,12.63,66844,5.72,40008,0.127,984,0.67,4040,2.482,17739,0.5,3709,2.246,18645,0.79,3448,0.23,0.0921,0.001,0.07,15.37,34,548,1.5,60,16,87,8,66,16,2.5,26,1,15,40,99,94,7,12,13,192,2.5,12,1.5,96,2.5,31,351,225,2.465193045,0.405771111,2.088674426,0.478774116,1.180414455,0.847209737,2.212182492,0.386745191
3417,SWE,73,Ap,ApN,18.0888,64.8527,4706189.209,4660751.379,278,56.2,48,44,9,48,43.6,8.4,lS,l,Spbo,0.5,558,granite,11.4,5.17,2.6,0.1418,12122,7.104,0.001403,0.25,57.5,0.4403,0.1411,2544,0.1196,31.4,6.90,21.80,1.066,16.31,17845,3.693,0.0328,0.03559,0.04443,0.01194,607,14.474,12.359,3015,435,0.831,88.9,1.019,14.65,912,10.40,0.00050,0.00050,11.85,0.000250,239,0.1087,1.9152,0.3227,0.6521,12.4,0.0025,0.0100,1.559,385.8,0.1399,1.231,26.1,0.1731,6.35,56.9,1.115,2.5,0.022,65.88,307949,0.881,5282,12.26,64886,4.6,32174,0.107,829,1.48,8925,2.209,15788,2.38,17656,1.669,13855,0.255,1113,0.005,0.002,0.001,0.05,7.99,9,397,1.5,50,8,73,5,12,13,12,22,1,17,22,18,62,2.5,14,2,173,2.5,6,1.5,87,2.5,31,76,305,2.497072941,0.400617252,1.845041593,0.541792073,1.353268016,0.738445785,0.116396132,0.025303507
3418,FOM,6,Ap,ApS,21.6816,41.5728,5294724.432,2127810.319,281,57.5,38,42,20,38,42.3,19.8,sL,m,Temp,12.5,513,other,18.8,6.57,1.6,0.1272,10650,2.810,0.005303,4.74,153.5,1.1242,0.2343,8588,0.3617,76.3,5.86,15.15,1.345,23.42,11203,3.475,0.0633,0.06410,0.01579,0.02025,3539,34.727,8.000,2488,559,0.334,57.1,1.204,19.07,2738,28.32,0.00315,0.00143,31.13,0.000250,153,0.1540,1.9384,0.5001,0.9212,32.7,0.0055,0.0301,11.478,172.7,0.2163,1.511,14.8,0.1268,17.14,67.6,1.896,1.65,0.016,67.1,313652,0.391,2344,13.35,70655,2.9,20284,0.093,720,1.15,6935,1.774,12679,2.29,16989,3.435,28516,0.681,2972,0.02,0.008,0.001,0.025,6.5,5,551,1.5,96,6,45,5,24,22,13,45,1,20,21,37,128,2.5,7,5,176,2.5,24,1.5,43,2.5,45,116,236,2.487936037,0.401989668,2.073864893,0.481887316,1.199019795,0.83413968,0.58473826,0.201633883
3419,NOR,38,Ap,ApN,9.6875,61.6761,4304389.802,4286149.342,413,66,60,40,6,56.3,38.1,5.6,lS,l,BoTe,1.7,649,other,18,4.88,3.1,0.0601,9007,2.153,0.000100,1.11,53.2,0.1976,0.1565,3071,0.0820,32.4,8.82,17.19,0.608,12.50,19286,2.825,0.0491,0.02785,0.02739,0.00649,1083,15.390,13.263,4304,410,0.444,45.6,0.613,14.70,1217,11.14,0.00050,0.00050,13.36,0.000250,437,0.0814,1.0500,0.3042,0.3256,39.1,0.0025,0.0100,1.736,281.2,0.0872,0.829,17.8,0.0960,5.36,51.4,1.234,4.08,0.041,65.61,306687,0.701,4203,11.42,60440,4.63,32384,0.084,651,1.53,9226,1.689,12071,2.24,16618,2.026,16819,0.317,1383,0.005,0.002,0.003,0.07,9.44,1.5,481,4,49,12,66,1.5,10,15,12,20,1,15,18,16,68,2.5,12,2,178,2.5,7,1.5,77,2.5,30,72,329,2.488198321,0.401978706,2.041404471,0.489905453,1.219248507,0.820304395,0.55952229,0.120847147
3421,SWE,55,Ap,ApN,15.3694,63.5131,4589399.543,4500220.746,396,68,42,38,10,46.8,42.5,10.8,lS,l,Spbo,2.1,585,other,15.2,4.85,2.9,0.0928,10483,6.167,0.000624,2.01,77.1,0.3453,0.1392,2673,0.2094,41.0,8.66,13.06,1.501,13.40,19547,3.527,0.0438,0.01045,0.04166,0.01895,1271,16.122,16.106,2777,751,2.930,41.2,1.004,15.21,838,14.45,0.00207,0.00050,20.03,0.000250,357,0.2489,1.5953,0.3457,0.6029,11.5,0.0025,0.0306,1.151,162.4,0.2492,1.863,23.2,0.0796,5.81,73.2,0.513,3.41,0.034,67.9,317391,0.721,4322,10.83,57318,4.2,29376,0.149,1154,1.08,6513,1.247,8912,1.47,10905,2.479,20579,0.221,964,0.005,0.002,0.007,0.025,9.44,5,424,1.5,64,12,42,6,10,13,8,25,1,17,18,22,107,2.5,10,2,105,2.5,7,1.5,76,2.5,26,88,258,2.492132956,0.401203563,1.910765983,0.523065222,1.303768606,0.766798569,0.211116637,0.050265866
3422,UNK,97,Ap,ApS,-3.1388,54.177,3468355.918,3530014.07,90,72.7,42,40,11,45.2,42.9,11.9,lS,l,Temp,8.4,1037,org,19.7,5.82,5.6,0.1529,16428,18.016,0.002135,3.80,89.1,0.7526,0.2907,4425,0.3556,35.8,10.35,38.68,1.190,33.00,31057,5.069,0.0841,0.06473,0.19414,0.02731,1183,17.562,19.266,5078,767,1.794,85.4,0.582,34.18,1789,59.47,0.00145,0.00050,20.64,0.000250,691,2.6920,1.7753,0.9106,2.2253,20.9,0.0025,0.0100,1.937,50.7,0.2015,0.752,48.8,0.3309,5.42,110.2,1.765,6.21,0.073,62.56,292430,0.683,4095,10.08,53349,5.48,38329,0.105,813,1.25,7538,0.736,5260,1.11,8235,1.813,15051,0.448,1955,0.06,0.024,0.003,0.025,15.42,25,398,1.5,58,12,105,4,32,13,2.5,27,1,15,42,63,76,8,8,6,68,2.5,10,1.5,91,2.5,26,129,282,2.445907748,0.408769682,2.09783884,0.476392976,1.16621774,0.857257629,1.034923852,0.188854718
3424,FOM,2,Ap,ApS,20.954,41.5885,5234335.837,2120430.848,652,78.3,32,48,17,32.7,49.3,18,sL,m,Medi,10.6,776,green,19.7,5.59,1.3,0.0233,19409,9.454,0.002228,1.78,134.3,1.1031,0.1969,1812,0.1072,62.2,24.80,92.92,0.852,34.66,40232,6.510,0.0764,0.06566,0.02508,0.02963,1564,25.628,10.273,5260,1324,0.948,45.0,0.702,59.02,632,21.48,0.00474,0.00181,13.86,0.000250,119,0.2243,5.0948,0.4727,0.4367,13.4,0.0025,0.0575,5.545,87.1,0.1274,0.813,41.7,0.0492,10.31,59.6,4.121,1.28,0.014,63.67,297618,0.894,5360,14.42,76318,7.28,50919,0.18,1394,1.34,8081,0.369,2637,0.86,6380,1.895,15731,0.158,690,0.005,0.002,0.001,0.08,8.59,11,459,1.5,89,26,179,8,30,18,13,39,1,17,67,24,79,2.5,16,2,44,2.5,11,1.5,114,2.5,43,79,252,2.477607005,0.403686628,2.069234044,0.483014321,1.196790795,0.835294175,0.286073621,0.039295827
3425,FOM,7,Ap,ApS,22.1796,41.9602,5329430.517,2176837.622,425,63.4,36,30,25,39.6,32.6,27.8,L,s,Temp,11.7,485,other,31.2,4.88,1.3,0.7910,24182,25.372,0.014437,4.05,212.9,1.3020,0.6931,4292,2.4586,45.0,13.75,16.28,3.178,240.60,31448,6.454,0.0576,0.18155,0.03122,0.13642,2409,20.412,8.337,4058,1403,1.081,104.9,0.317,14.69,628,257.56,0.00050,0.00050,39.28,0.000971,356,2.9334,4.7267,0.5206,1.1348,101.6,0.0025,0.1031,7.997,322.8,0.5671,2.309,73.7,0.0824,12.68,227.9,8.408,1.46,0.042,57.36,268123,0.65,3897,16.87,89285,6.05,42316,0.194,1502,1.03,6211,2.954,21112,2.05,15208,2.255,18720,0.165,720,0.04,0.016,0.001,0.025,9.92,42,912,1.5,73,12,40,7,223,18,5,28,1,12,16,261,99,2.5,10,2,725,2.5,19,3,124,2.5,30,252,261,2.477136965,0.40364018,2.073649768,0.482274896,1.194946037,0.836805475,2.704595155,0.447040521
3426,UKR,43,Ap,ApN,31.4312,50.9413,5802497.864,3311761.142,101,60.4,35,57,11,33.8,55.5,10.7,sZ,l,Temp,7.6,589,quartz,14.6,5.4,1.4,0.0200,6012,1.441,0.000456,2.81,53.2,0.1018,0.0509,1749,0.0660,26.2,3.13,10.09,0.446,7.76,6053,1.464,0.0639,0.03675,0.01888,0.00635,1236,12.698,3.894,882,342,0.208,21.1,0.283,6.25,1033,6.32,0.00146,0.00172,9.03,0.000250,153,0.0721,1.2229,0.2628,0.2206,10.6,0.0025,0.0100,1.886,87.2,0.0630,0.454,11.8,0.0964,4.72,15.7,1.226,1.44,0.01,84.08,393023,0.523,3135,5.5,29109,1.41,9862,0.062,480,0.32,1930,0.589,4210,0.64,4748,1.841,15283,0.285,1244,0.005,0.002,0.001,0.025,4.52,1.5,371,1.5,42,7,49,4,6,5,15,10,1,10,7,14,51,2.5,4,2,71,2.5,9,1.5,34,2.5,24,25,624,2.570879834,0.388966386,2.028993107,0.492809701,1.267077268,0.789164469,0.10643946,0.075488978
3427,FRA,87,Ap,ApS,-1.545,47.2752,3450837.908,2752641.568,34,71.8,43,42,16,42.9,41.8,15.3,sL,m,Temp,11.6,781,other,13.1,5.74,1.4,0.0449,11602,19.152,0.001657,1.83,40.8,0.3106,0.1936,1340,0.0939,45.0,6.29,20.04,4.159,11.80,14816,3.416,0.0589,0.01337,0.04470,0.01017,1521,22.011,17.206,1904,316,0.364,44.6,0.982,9.26,469,23.78,0.00050,0.00050,29.27,0.000250,133,0.3587,1.5848,0.3949,1.0701,4.3,0.0025,0.0399,3.949,245.8,0.2340,1.063,34.0,0.2850,3.78,37.2,0.527,1.55,0.014,77.01,359975,0.719,4310,9.67,51179,2.64,18465,0.055,426,0.51,3075,0.418,2987,0.99,7344,1.998,16586,0.132,576,0.02,0.008,0.001,0.025,5.59,25,416,4,85,8,59,8,10,13,14,33,3,17,11,31,88,2.5,7,9,63,2.5,11,1.5,66,2.5,31,47,415,2.480184743,0.403178674,2.097371607,0.476768955,1.182485673,0.845566628,0.145108736,0.05496543
